,ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
868380,A-3591676,2,2020-03-21 11:23:06,2020-03-21 12:23:06,29.41189,-98.57436,29.41189,-98.57436,0.0,At TX-151/Stotzer Fwy/Acme Rd - Accident.,0.0,SW 36th St,R,San Antonio,Bexar,TX,78237,US,US/Central,KSKF,2020-03-21 11:26:00,54.0,54.0,77.0,29.56,10.0,E,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
861170,A-3584464,3,2020-03-18 23:14:52,2020-03-18 23:44:52,29.77898,-95.95802,29.77898,-95.95802,0.0,At FM-359/Exit 732 - Accident. Two lanes blocked.,0.0,I-10 W,R,Brookshire,Waller,TX,77423,US,US/Central,KTME,2020-03-18 22:55:00,72.0,72.0,100.0,29.83,10.0,SSE,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
875074,A-3598371,3,2020-03-24 20:39:26,2020-03-24 21:24:26,29.77378,-96.02541,29.77378,-96.02541,0.0,At Mlcak Rd/Exit 725 - Accident.,0.0,I-10 W,R,Brookshire,Waller,TX,77423,US,US/Central,KTME,2020-03-24 20:35:00,75.0,75.0,89.0,29.71,10.0,SSW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
1024475,A-3747813,2,2020-01-06 15:37:19,2020-01-06 16:05:57,32.7584,-97.25763,32.75949,-97.24837,0.543,At Brentwood Stair Rd/Exit 19 - Accident.,0.0,I-30 E,R,Fort Worth,Tarrant,TX,76103,US,US/Central,KFWD,2020-01-06 15:53:00,63.0,63.0,34.0,29.36,10.0,NW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
868358,A-3591654,3,2020-03-21 01:51:48,2020-03-21 02:06:48,32.73262,-97.37137,32.73262,-97.37137,0.0,At University Dr - Accident. Right lane blocked.,0.0,US-377 N,R,Fort Worth,Tarrant,TX,76107,US,US/Central,KAWN,2020-03-21 01:52:00,45.0,42.0,76.0,29.72,10.0,N,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1006587,A-3729914,4,2020-02-17 05:55:19,2020-02-17 06:23:51,32.64538,-96.85577,32.64205,-96.82959,1.54,Closed between Polk St/Exit 466 and I-35E/Exit 467 - Road closed due to accident.,0.0,I-20 E,R,Dallas,Dallas,TX,75232,US,US/Central,KRBD,2020-02-17 05:53:00,64.0,64.0,84.0,29.07,8.0,S,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
863811,A-3587105,3,2020-03-19 18:46:31,2020-03-19 19:36:29,33.12584,-96.66338,33.12584,-96.66338,0.0,At FM-2786/Stacy Rd/Exit 36/Exit 37 - Accident. Right lane blocked.,0.0,US-75 N,R,Allen,Collin,TX,75002,US,US/Central,KTKI,2020-03-19 18:53:00,65.0,65.0,90.0,29.3,10.0,SSE,10.0,0.29,Thunder in the Vicinity,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
866551,A-3589846,4,2020-03-20 03:24:01,2020-03-20 03:39:01,29.34675,-98.42425,29.35995,-98.43575,1.145,Closed between I-410/US-281 and Pecan Valley Dr - Road closed due to accident.,0.0,I-37 N,R,San Antonio,Bexar,TX,78223,US,US/Central,KSSF,2020-03-20 03:30:00,70.0,70.0,97.0,29.31,8.0,ESE,22.0,0.07,Light Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
863768,A-3587062,3,2020-03-19 16:58:39,2020-03-19 17:28:39,32.87535,-96.77033,32.87535,-96.77033,0.0,At Walnut Hill Ln/Exit 6 - Accident. Right lane blocked.,0.0,US-75 S,R,Dallas,Dallas,TX,75231,US,US/Central,KDAL,2020-03-19 16:53:00,81.0,81.0,60.0,29.34,10.0,SSW,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
992085,A-3715412,3,2020-02-06 15:54:11,2020-02-06 16:23:43,29.77799,-95.43449,29.77722,-95.4257,0.53,At Westcott St/Exit 764 - Accident. Three lanes blocked.,0.0,I-10 E,R,Houston,Harris,TX,77007,US,US/Central,KMCJ,2020-02-06 15:53:00,52.0,52.0,27.0,29.72,10.0,WNW,24.0,0.0,Fair / Windy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
868585,A-3591881,1,2020-03-21 13:08:19,2020-03-21 13:53:19,31.85511,-106.4378,31.85511,-106.4378,0.0,At US-54-BR/Dyer St - Accident.,4411.0, Hercules Ave,L,El Paso,El Paso,TX,79904-3301,US,US/Mountain,KBIF,2020-03-21 12:51:00,61.0,61.0,48.0,26.08,10.0,SSE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
948464,A-3671783,3,2020-03-02 08:02:15,2020-03-02 08:31:33,29.81387,-95.36064,29.80978,-95.34205,1.15,Between Hardy Toll Rd/Hardy St/Exit 19 and I-69/Exit 20 - Accident. Two lanes blocked.,0.0,I-610 E,R,Houston,Harris,TX,77009,US,US/Central,KMCJ,2020-03-02 07:53:00,68.0,68.0,90.0,29.87,4.0,E,3.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
971239,A-3694566,3,2020-01-20 17:45:12,2020-01-20 18:13:19,29.88732,-95.41219,29.87325,-95.40996,0.981,At Canino Rd/Shepherd Dr/Exit 56 - Accident.,0.0,I-45 S,R,Houston,Harris,TX,77037,US,US/Central,KIAH,2020-01-20 17:53:00,54.0,54.0,34.0,30.36,10.0,NE,7.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
879185,A-3602483,3,2020-03-26 07:31:28,2020-03-26 08:01:08,29.7329,-95.45993,29.72466,-95.46041,0.57,At US-59/Exit 8 - Accident. Left lane blocked.,0.0,I-610 S,R,Houston,Harris,TX,77027,US,US/Central,KMCJ,2020-03-26 07:37:00,72.0,72.0,87.0,29.85,9.0,S,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
971242,A-3694569,2,2020-01-20 18:10:40,2020-01-20 18:38:21,32.73819,-96.61221,32.73167,-96.61293,0.452,At Lake June Rd/Exit 2 - Accident. Lane blocked. Police activity ongoing.,0.0,I-635 S,R,Mesquite,Dallas,TX,75149,US,US/Central,KHQZ,2020-01-20 17:50:00,48.0,46.0,43.0,29.98,10.0,SSE,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
1015370,A-3738701,2,2020-02-25 10:52:33,2020-02-25 11:22:15,32.89851,-96.71481,32.90299,-96.72171,0.506,At Audelia Rd/Skillman St/Exit 16 - Accident.,0.0,I-635 W,R,Dallas,Dallas,TX,75243,US,US/Central,KADS,2020-02-25 10:48:00,54.0,54.0,62.0,29.32,13.0,NNW,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
868357,A-3591653,2,2020-03-21 01:58:13,2020-03-21 02:13:13,29.48047,-98.3615,29.48047,-98.3615,0.0,At FM-78/Seguin Rd - Accident.,0.0,Rittiman Rd,R,San Antonio,Bexar,TX,78218,US,US/Central,KSAT,2020-03-21 01:51:00,53.0,53.0,74.0,29.45,10.0,N,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
877179,A-3600476,3,2020-03-25 08:22:40,2020-03-25 08:37:40,29.58958,-98.60906,29.58958,-98.60906,0.0,At I-10/US-87 - Accident.,0.0,TX-1604,R,San Antonio,Bexar,TX,78249,US,US/Central,KSAT,2020-03-25 07:59:00,63.0,63.0,93.0,29.07,0.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
953070,A-3676397,3,2020-01-07 15:45:37,2020-01-07 16:14:49,32.30475,-96.58428,32.31372,-96.60004,1.11,At I-45-BR/FM-85/Exit 249 - Accident.,0.0,I-45 N,R,Ennis,Ellis,TX,75119,US,US/Central,KLNC,2020-01-07 15:55:00,64.0,64.0,18.0,29.8,10.0,SSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
866640,A-3589935,3,2020-03-20 12:36:37,2020-03-20 13:06:37,32.70274,-96.82516,32.70274,-96.82516,0.0,At Kiest Blvd/Exit 422 - Accident. Left lane blocked.,0.0,US-77 N,R,Dallas,Dallas,TX,75224,US,US/Central,KRBD,2020-03-20 12:53:00,49.0,43.0,74.0,29.59,10.0,NNW,16.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1020559,A-3743897,3,2020-01-02 11:52:19,2020-01-02 12:19:33,29.78423,-95.54617,29.78423,-95.53878,0.443,At Gessner Rd/Exit 757 - Accident. Right lane blocked. Center lane blocked.,0.0,US-90 E,R,Houston,Harris,TX,77024,US,US/Central,KMCJ,2020-01-02 11:53:00,64.0,64.0,96.0,29.63,0.25,S,5.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
872752,A-3596049,1,2020-03-23 16:40:13,2020-03-23 17:25:13,31.80293,-106.29389,31.80293,-106.29389,0.0,At TX-375-LOOP/Joe Battle Blvd - Accident.,11500.0, Montana Ave,R,El Paso,El Paso,TX,79936-1405,US,US/Mountain,KELP,2020-03-23 16:40:00,81.0,81.0,8.0,26.04,6.0,W,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
958246,A-3681573,3,2020-01-11 02:24:11,2020-01-11 02:52:47,29.797756,-95.273489,29.797756,-95.273489,0.0,At US-90/McCarty Dr/Exit 24 - Accident.,8368.0, North Loop E,R,Houston,Harris,TX,77029-1214,US,US/Central,KHOU,2020-01-11 02:42:00,62.0,62.0,78.0,29.8,10.0,NW,12.0,0.02,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
861121,A-3584415,2,2020-03-18 16:39:06,2020-03-18 17:14:04,29.55038,-98.48769,29.55446,-98.48594,0.301,At Bitters Rd - Accident.,0.0,US-281 N,R,San Antonio,Bexar,TX,78216,US,US/Central,KSAT,2020-03-18 16:51:00,86.0,86.0,46.0,29.04,10.0,SSE,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
975817,A-3699144,3,2020-01-23 11:05:36,2020-01-23 11:34:51,32.66988,-97.30604,32.66959,-97.30997,0.229,At Oak Grove Rd/Exit 438 - Accident. Three lanes blocked.,0.0,SE Loop 820,R,Fort Worth,Tarrant,TX,76119,US,US/Central,KFWS,2020-01-23 10:48:00,46.0,41.0,100.0,29.33,10.0,NNW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1019650,A-3742988,3,2020-01-01 08:19:17,2020-01-01 08:46:56,29.4849,-98.5332,29.48487,-98.53559,0.144,At Vance Jackson Rd/Exit 565 - Accident.,0.0,US-87 N,R,San Antonio,Bexar,TX,78201,US,US/Central,KSAT,2020-01-01 07:51:00,52.0,52.0,41.0,29.16,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
877241,A-3600538,3,2020-03-25 14:41:56,2020-03-25 15:31:54,30.16868,-97.78513,30.16868,-97.78513,0.0,At Slaughter Ln/Exit 226 - Accident. Right lane blocked.,0.0,I-35 S,R,Austin,Travis,TX,78745,US,US/Central,KATT,2020-03-25 14:51:00,90.0,90.0,38.0,29.16,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
879250,A-3602548,4,2020-03-26 16:00:22,2020-03-26 17:00:22,33.05305,-96.69607,33.05305,-96.69607,0.0,At Spring Creek Pky/Exit 31 - Accident. Three lanes blocked.,0.0,US-75 N,R,Plano,Collin,TX,75074,US,US/Central,KADS,2020-03-26 15:47:00,81.0,81.0,61.0,29.05,7.0,S,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
849642,A-3572927,4,2020-03-10 11:09:48,2020-03-10 11:38:15,29.52001,-95.8805,29.52883,-95.86626,1.051,Closed at US-59 - Road closed due to accident.,0.0,Southwest Fwy,R,Rosenberg,Fort Bend,TX,77471,US,US/Central,KSGR,2020-03-10 10:53:00,73.0,73.0,79.0,30.21,10.0,VAR,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
885728,A-3609028,3,2020-03-30 07:10:32,2020-03-30 07:45:30,32.86635,-97.00182,32.86635,-97.00182,0.0,At Belt Line Rd - Accident. Two lanes blocked.,0.0,TX-161,R,Irving,Dallas,TX,75038,US,US/Central,KDFW,2020-03-30 06:53:00,60.0,60.0,80.0,29.42,10.0,E,6.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
866560,A-3589855,3,2020-03-20 05:11:55,2020-03-20 05:26:55,30.18181,-97.77623,30.18181,-97.77623,0.0,At William Cannon Dr/Exit 228/Exit 229 - Accident.,0.0,I-35 N,R,Austin,Travis,TX,78744,US,US/Central,KAUS,2020-03-20 05:13:00,72.0,72.0,87.0,29.44,9.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
854240,A-3577529,4,2020-03-13 11:26:05,2020-03-13 11:55:03,32.66925,-97.23459,32.66625,-97.2414,0.447,Closed at I-820/US-287/US-287-BR/Exit 442A - Road closed due to accident.,0.0,US-287 N,R,Fort Worth,Tarrant,TX,76119,US,US/Central,KFWS,2020-03-13 11:48:00,59.0,59.0,94.0,29.29,2.0,N,10.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
885849,A-3609149,3,2020-03-30 16:06:51,2020-03-30 16:51:51,29.73128,-95.26646,29.73128,-95.26646,0.0,At Manchester St/Exit 30 - Accident. Three lanes blocked.,0.0,I-610 S,R,Houston,Harris,TX,77029,US,US/Central,KHOU,2020-03-30 15:53:00,82.0,82.0,52.0,29.85,10.0,S,17.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
869609,A-3592906,2,2020-03-22 20:12:22,2020-03-22 20:42:22,30.32535,-97.72672,30.32535,-97.72672,0.0,At RM-2222/RR-2222/Koenig Ln - Accident.,5610.0, N Lamar Blvd,L,Austin,Travis,TX,78751-1058,US,US/Central,KATT,2020-03-22 19:51:00,65.0,65.0,87.0,29.34,9.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
879559,A-3602857,1,2020-03-26 17:19:19,2020-03-26 18:24:17,31.82528,-106.4565,31.82528,-106.4565,0.0,At Fred Wilson Ave - Accident.,0.0,Alabama St,R,El Paso,El Paso,TX,79930,US,US/Mountain,KELP,2020-03-26 17:41:00,81.0,81.0,21.0,25.91,10.0,W,17.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
963680,A-3687007,3,2020-01-15 07:24:54,2020-01-15 07:53:10,29.702348,-95.27789,29.702348,-95.27789,0.0,At Broadway Blvd/Exit 31 - Accident.,0.0,Broadway St,R,Houston,Harris,TX,77017,US,US/Central,KHOU,2020-01-15 07:28:00,71.0,71.0,93.0,30.02,7.0,S,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
973669,A-3696996,3,2020-01-22 05:50:34,2020-01-22 06:20:05,32.67951,-96.82267,32.69401,-96.8231,1.002,At TX-12-LOOP/Exit 421 - Accident. Two lanes blocked.,0.0,US-77 N,R,Dallas,Dallas,TX,75232,US,US/Central,KRBD,2020-01-22 05:53:00,40.0,31.0,86.0,29.36,10.0,SE,17.0,0.01,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
882880,A-3606180,4,2020-03-28 23:45:49,2020-03-29 00:00:49,32.91442,-96.89767,32.93412,-96.90181,1.382,Closed between I-635/Exit 440 and Valwood Pky/Exit 442 - Road closed due to accident.,0.0,I-35E N,R,Dallas,Dallas,TX,75234,US,US/Central,KADS,2020-03-28 23:55:00,58.0,58.0,51.0,29.31,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
866789,A-3590084,2,2020-03-20 17:42:12,2020-03-20 18:12:12,30.22353,-97.74771,30.22353,-97.74771,0.0,At US-290/TX-71 - Accident.,3498.0, S Interstate 35,R,Austin,Travis,TX,78704,US,US/Central,KATT,2020-03-20 17:44:00,53.0,53.0,83.0,29.57,10.0,N,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
863691,A-3586985,3,2020-03-19 10:37:48,2020-03-19 11:22:48,29.68034,-95.35977,29.68034,-95.35977,0.0,At FM-865/Cullen Blvd/Exit 36 - Accident. Three lanes blocked.,0.0,I-610 E,R,Houston,Harris,TX,77051,US,US/Central,KMCJ,2020-03-19 10:53:00,79.0,79.0,66.0,30.01,10.0,S,17.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
866694,A-3589989,2,2020-03-20 14:49:29,2020-03-20 15:19:29,30.44582,-97.68658,30.44582,-97.68658,0.0,At Bratton Ln - Accident.,0.0,Bratton Ln,R,Austin,Travis,TX,78728,US,US/Central,KEDC,2020-03-20 14:55:00,55.0,55.0,100.0,29.61,5.0,N,17.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
885864,A-3609164,4,2020-03-30 16:55:31,2020-03-30 17:55:31,32.73005,-97.60871,32.73005,-97.60871,0.0,At Ranch House Rd/Exit 418 - Accident. Left lane blocked.,0.0,I-20 W,R,Weatherford,Parker,TX,76087,US,US/Central,KGDJ,2020-03-30 16:55:00,58.0,58.0,91.0,29.08,2.0,ESE,5.0,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1015360,A-3738691,2,2020-02-25 08:52:34,2020-02-25 09:21:21,32.75908,-96.9174,32.77159,-96.91534,0.873,At I-30 - Accident.,0.0,Loop 12 N,R,Dallas,Dallas,TX,75211,US,US/Central,KRBD,2020-02-25 08:53:00,48.0,43.0,74.0,29.24,10.0,NW,13.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
868378,A-3591674,2,2020-03-21 11:46:40,2020-03-21 12:46:40,30.19394,-97.74474,30.19394,-97.74474,0.0,At E Stassney Ln - Accident.,5400.0, S Pleasant Valley Rd,R,Austin,Travis,TX,78744,US,US/Central,KAUS,2020-03-21 11:53:00,52.0,52.0,77.0,29.75,10.0,N,16.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
866812,A-3590107,3,2020-03-20 19:29:58,2020-03-20 19:44:58,32.83692,-96.94577,32.83692,-96.94577,0.0,At Britain Rd - Accident.,0.0,Airport Fwy E,R,Irving,Dallas,TX,75062,US,US/Central,KDFW,2020-03-20 19:28:00,48.0,42.0,68.0,29.7,10.0,N,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1021681,A-3745019,3,2020-01-03 05:56:48,2020-01-03 06:25:30,29.72915,-95.51955,29.72915,-95.51955,0.0,At Crossview Dr - Accident.,0.0,Crossview Dr,R,Houston,Harris,TX,77063,US,US/Central,KMCJ,2020-01-03 05:53:00,57.0,57.0,93.0,29.74,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
885871,A-3609171,2,2020-03-30 17:19:44,2020-03-30 18:09:42,30.37712,-97.67652,30.37712,-97.67652,0.0,At E Rundberg Ln - Accident.,11298.0, N Interstate 35,L,Austin,Travis,TX,78753-3150,US,US/Central,KATT,2020-03-30 17:15:00,70.0,70.0,90.0,29.14,8.0,CALM,0.0,0.03,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1006599,A-3729926,3,2020-02-17 19:26:05,2020-02-17 19:55:55,29.78372,-95.46021,29.78273,-95.45792,0.153,Ramp to I-610 - Accident.,0.0,US-90 E,R,Houston,Harris,TX,77024,US,US/Central,KMCJ,2020-02-17 19:34:00,72.0,72.0,84.0,29.82,8.0,SSE,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
863682,A-3586976,2,2020-03-19 09:19:14,2020-03-19 09:49:14,32.87239,-96.67966,32.87239,-96.67966,0.0,At Jupiter Rd/Exit 13 - Accident. Left lane blocked. Carpool lane blocked.,0.0,I-635 W,R,Dallas,Dallas,TX,75238,US,US/Central,KDAL,2020-03-19 08:53:00,70.0,70.0,81.0,29.39,10.0,S,13.0,0.02,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
869546,A-3592843,3,2020-03-22 12:27:17,2020-03-22 12:57:17,29.8258,-95.1903,29.8258,-95.1903,0.0,At TX-8-BELTWAY/Sam Houston Tlwy - Accident.,0.0,Crosby Fwy E,R,Houston,Harris,TX,77049,US,US/Central,KHOU,2020-03-22 12:53:00,72.0,72.0,78.0,30.08,8.0,ESE,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
863846,A-3587140,3,2020-03-19 23:51:07,2020-03-20 00:06:07,29.42971,-98.50085,29.42971,-98.50085,0.0,At I-35/US-87/Exit 156 - Accident. Left lane blocked.,0.0,W Martin St,R,San Antonio,Bexar,TX,78207,US,US/Central,KSKF,2020-03-19 23:00:00,74.0,74.0,85.0,29.27,10.0,NE,10.0,0.01,Light Rain with Thunder,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
848600,A-3571884,3,2020-03-09 21:50:15,2020-03-09 22:19:00,32.70999,-96.83026,32.7079,-96.82973,0.148,At US-67/Exit 423 - Accident.,0.0,I-35E N,R,Dallas,Dallas,TX,75224,US,US/Central,KRBD,2020-03-09 21:53:00,66.0,66.0,81.0,29.41,10.0,SSW,12.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
981054,A-3704381,3,2020-01-28 03:19:48,2020-01-28 03:48:21,32.78252,-96.81092,32.78227,-96.81256,0.097,At I-35e - Accident.,0.0,Woodall Rodgers Fwy S,R,Dallas,Dallas,TX,75207,US,US/Central,KDAL,2020-01-28 02:53:00,55.0,55.0,86.0,29.32,8.0,S,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
859536,A-3582827,3,2020-03-17 06:32:03,2020-03-17 07:00:25,32.90154,-96.8979,32.91288,-96.89765,0.784,At I-635/Exit 440 - Accident. Two lanes blocked.,0.0,Stemmons Fwy N,R,Dallas,Dallas,TX,75229,US,US/Central,KDAL,2020-03-17 06:43:00,61.0,61.0,90.0,29.59,5.0,E,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
982384,A-3705711,3,2020-01-29 12:34:05,2020-01-29 13:03:26,29.75525,-95.45546,29.77169,-95.45596,1.136,Between Post Oak Blvd/Exit 9 and I-10/Exit 11 - Accident. Two lanes blocked.,0.0,I-610 N,R,Houston,Harris,TX,77027,US,US/Central,KMCJ,2020-01-29 12:53:00,54.0,54.0,64.0,29.98,10.0,NNW,15.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
996090,A-3719417,3,2020-02-09 08:54:19,2020-02-09 09:24:09,32.73979,-96.82282,32.74183,-96.81916,0.255,At Beckley Ave/Exit 425 - Accident.,0.0,S Beckley Ave,R,Dallas,Dallas,TX,75208,US,US/Central,KRBD,2020-02-09 08:53:00,61.0,61.0,87.0,29.26,8.0,SSE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
885691,A-3608991,2,2020-03-30 02:48:28,2020-03-30 03:23:26,30.31304,-97.73792,30.31304,-97.73792,0.0,At W 45th St - Accident.,4501.0, N Lamar Blvd,R,Austin,Travis,TX,78751-2364,US,US/Central,KATT,2020-03-30 02:51:00,67.0,67.0,54.0,29.34,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1001593,A-3724920,3,2020-02-13 07:51:55,2020-02-13 08:20:57,32.84392,-96.63466,32.84656,-96.63694,0.225,At La Prada Dr/Exit 9 - Accident.,0.0,LBJ Fwy N,R,Garland,Dallas,TX,75043,US,US/Central,KHQZ,2020-02-13 07:50:00,41.0,32.0,76.0,29.76,10.0,NNW,17.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1005346,A-3728673,4,2020-02-16 20:01:32,2020-02-16 20:29:32,29.8695,-95.54625,29.87807,-95.56553,1.298,Closed between Gessner Dr and Sam Houston Pky - Road closed due to accident.,0.0,Northwest Fwy W,R,Houston,Harris,TX,77040,US,US/Central,KDWH,2020-02-16 19:53:00,64.0,64.0,80.0,29.78,10.0,SE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
866810,A-3590105,4,2020-03-20 19:20:44,2020-03-20 20:10:42,32.6594,-96.82311,32.64889,-96.82337,0.726,At Wheatland Rd - Accident. Two lanes blocked.,0.0,I-35E S,R,Dallas,Dallas,TX,75232,US,US/Central,KRBD,2020-03-20 18:53:00,51.0,51.0,66.0,29.6,10.0,NNW,13.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
992080,A-3715407,2,2020-02-06 13:20:21,2020-02-06 13:49:41,32.61334,-96.92189,32.61027,-96.92525,0.289,At Joe Wilson Rd - Accident.,0.0,J Elmer Weaver Fwy,R,Cedar Hill,Dallas,TX,75104,US,US/Central,KRBD,2020-02-06 12:53:00,43.0,35.0,42.0,29.04,10.0,WNW,17.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1019655,A-3742993,4,2020-01-01 23:12:32,2020-01-01 23:41:38,29.78448,-95.46853,29.78441,-95.47025,0.103,Closed at Silber Rd/Antoine Dr/Ex 762/Ex 761B - Road closed due to accident.,0.0,I-10 W,R,Houston,Harris,TX,77024,US,US/Central,KMCJ,2020-01-01 22:53:00,60.0,60.0,90.0,29.78,8.0,SE,10.0,0.04,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
